model_id,logloss,auc,aucpr,mean_per_class_error,rmse,mse,training_time_ms,predict_time_per_row_ms,algo
XGBoost_1_AutoML_1_20250601_224937,0.6970353003577773,0.5856388661535837,0.6111744577169463,0.5,0.5002920929610893,0.2502921782793872,30407,0.040253,XGBoost
